MLDM,MLMC,YJXKDM,YJXKMC,ZYDM,ZYMC,YZYDM,XWLX,CC,ZYSZQY,XZ,SINCE,UNTIL,ZYLYDM,ZYQXDM,
01,哲学,0101,哲学,010100,哲学,,xs,a,p,gjbzk,2016,,,,
01,哲学,0101,哲学,010101,马克思主义哲学,,xs,a,p,gjbzk,2016,,,,
01,哲学,0101,哲学,010102,中国哲学,,xs,a,p,gjbzk,2016,,,,
01,哲学,0101,哲学,010103,外国哲学,,xs,a,p,gjbzk,2016,,,,
01,哲学,0101,哲学,010104,逻辑学,,xs,a,p,gjbzk,2016,,,,
01,哲学,0101,哲学,010105,伦理学,,xs,a,p,gjbzk,2016,,,,
01,哲学,0101,哲学,010106,美学,,xs,a,p,gjbzk,2016,,,,
01,哲学,0101,哲学,010107,宗教学,,xs,a,p,gjbzk,2016,,,,
01,哲学,0101,哲学,010108,科学技术哲学,,xs,a,p,gjbzk,2016,,,,
01,哲学,0101,哲学,0101Z1,管理哲学,,xs,,,xxzs,2016,,,,
02,经济学,0201,理论经济学,020100,理论经济学,,xs,a,p,gjbzk,2016,,,,
02,经济学,0201,理论经济学,020101,政治经济学,,xs,a,p,gjbzk,2016,,,,
02,经济学,0201,理论经济学,020102,经济思想史,,xs,a,p,gjbzk,2016,,,,
02,经济学,0201,理论经济学,020103,经济史,,xs,a,p,gjbzk,2016,,,,
02,经济学,0201,理论经济学,020104,西方经济学,,xs,a,p,gjbzk,2016,,,,
02,经济学,0201,理论经济学,020105,世界经济,,xs,a,p,gjbzk,2016,,,,
02,经济学,0201,理论经济学,020106,人口、资源与环境经济学,,xs,a,p,gjbzk,2016,,,,
02,经济学,0202,应用经济学,020200,应用经济学,,xs,a,p,gjbzk,2016,,,,
02,经济学,0202,应用经济学,020201,国民经济学,,xs,a,p,gjbzk,2016,,,,
02,经济学,0202,应用经济学,020202,区域经济学,,xs,a,p,gjbzk,2016,,,,
02,经济学,0202,应用经济学,020203,财政学,,xs,a,p,gjbzk,2016,,,,
02,经济学,0202,应用经济学,020204,金融学,,xs,a,p,gjbzk,2016,,,,
02,经济学,0202,应用经济学,020205,产业经济学,,xs,a,p,gjbzk,2016,,,,
02,经济学,0202,应用经济学,020206,国际贸易学,,xs,a,p,gjbzk,2016,,,,
02,经济学,0202,应用经济学,020207,劳动经济学,,xs,a,p,gjbzk,2016,,,,
02,经济学,0202,应用经济学,020208,统计学,,xs,a,p,gjbzk,2016,,,,
02,经济学,0202,应用经济学,020209,数量经济学,,xs,a,p,gjbzk,2016,,,,
02,经济学,0202,应用经济学,020210,国防经济,,xs,a,p,gjbzk,2016,,,,
02,金融,0251,金融,025100,金融,,zx,s,p,gjbzk,2016,,,,
02,应用统计,0252,应用统计,025200,应用统计,,zx,s,p,gjbzk,2016,,,,
02,税务,0253,税务,025300,税务,,zx,s,p,gjbzk,2016,,,,
02,国际商务,0254,国际商务,025400,国际商务,,zx,s,p,gjbzk,2016,,,,
02,保险,0255,保险,025500,保险,,zx,s,p,gjbzk,2016,,,,
02,资产评估,0256,资产评估,025600,资产评估,,zx,s,p,gjbzk,2016,,,,
02,审计,0257,审计,025700,审计,,zx,s,m,gjbzk,2016,,,,
02,经济学,0270,统计学,027000,统计学,071400,xs,a,p,gjbzk,2016,,,,
03,法学,0301,法学,030100,法学,,xs,a,p,gjbzk,2016,,,,
03,法学,0301,法学,030101,法学理论,,xs,a,p,gjbzk,2016,,,,
03,法学,0301,法学,030102,法律史,,xs,a,p,gjbzk,2016,,,,
03,法学,0301,法学,030103,宪法学与行政法学,,xs,a,p,gjbzk,2016,,,,
03,法学,0301,法学,030104,刑法学,,xs,a,p,gjbzk,2016,,,,
03,法学,0301,法学,030105,民商法学,,xs,a,p,gjbzk,2016,,,,
03,法学,0301,法学,030106,诉讼法学,,xs,a,p,gjbzk,2016,,,,
03,法学,0301,法学,030107,经济法学,,xs,a,p,gjbzk,2016,,,,
03,法学,0301,法学,030108,环境与资源保护法学,,xs,a,p,gjbzk,2016,,,,
03,法学,0301,法学,030109,国际法学,,xs,a,p,gjbzk,2016,,,,
03,法学,0301,法学,030110,军事法学,,xs,a,p,gjbzk,2016,,,,
03,法学,0302,政治学,030200,政治学,,xs,a,p,gjbzk,2016,,,,
03,法学,0302,政治学,030201,政治学理论,,xs,a,p,gjbzk,2016,,,,
03,法学,0302,政治学,030202,中外政治制度,,xs,a,p,gjbzk,2016,,,,
03,法学,0302,政治学,030203,科学社会主义与国际共产主义运动,,xs,a,p,gjbzk,2016,,,,
03,法学,0302,政治学,030204,中共党史,,xs,a,p,gjbzk,2016,,,,
03,法学,0302,政治学,030206,国际政治,,xs,a,p,gjbzk,2016,,,,
03,法学,0302,政治学,030207,国际关系,,xs,a,p,gjbzk,2016,,,,
03,法学,0302,政治学,030208,外交学,,xs,a,p,gjbzk,2016,,,,
03,法学,0302,政治学,030220,社会工作与管理,,xs,,,xxzs,2016,,,,
03,法学,0302,政治学,0302J1,公共关系,,xs,,,xxzs,2016,,,,
03,法学,0302,政治学,0302Z1,政治哲学与思想史,,xs,,,xxzs,2016,,,,
03,法学,0303,社会学,030300,社会学,,xs,a,p,gjbzk,2016,,,,
03,法学,0303,社会学,030301,社会学,,xs,a,p,gjbzk,2016,,,,
03,法学,0303,社会学,030302,人口学,,xs,a,p,gjbzk,2016,,,,
03,法学,0303,社会学,030303,人类学,,xs,a,p,gjbzk,2016,,,,
03,法学,0303,社会学,030304,民俗学,,xs,a,p,gjbzk,2016,,,,
03,法学,0304,民族学,030400,民族学,,xs,a,p,gjbzk,2016,,,,
03,法学,0304,民族学,030401,民族学,,xs,a,p,gjbzk,2016,,,,
03,法学,0304,民族学,030402,马克思主义民族理论与政策,,xs,a,p,gjbzk,2016,,,,
03,法学,0304,民族学,030403,中国少数民族经济,,xs,a,p,gjbzk,2016,,,,
03,法学,0304,民族学,030404,中国少数民族史,,xs,a,p,gjbzk,2016,,,,
03,法学,0304,民族学,030405,中国少数民族艺术,,xs,a,p,gjbzk,2016,,,,
03,法学,0305,马克思主义理论,030500,马克思主义理论,,xs,a,p,gjbzk,2016,,,,
03,法学,0305,马克思主义理论,030501,马克思主义基本原理,,xs,a,p,gjbzk,2016,,,,
03,法学,0305,马克思主义理论,030502,马克思主义发展史,,xs,a,p,gjbzk,2016,,,,
03,法学,0305,马克思主义理论,030503,马克思主义中国化研究,,xs,a,p,gjbzk,2016,,,,
03,法学,0305,马克思主义理论,030504,国外马克思主义研究,,xs,a,p,gjbzk,2016,,,,
03,法学,0305,马克思主义理论,030505,思想政治教育,,xs,a,p,gjbzk,2016,,,,
03,法学,0305,马克思主义理论,030506,中国近现代史基本问题研究,,xs,a,p,gjbzk,2016,,,,
03,法学,0306,公安学,030600,公安学,,xs,a,p,gjbzk,2016,,,,
03,法学,0351,法律,035100,法律,,zx,s,p,gjbzk,2016,,,,
03,法学,0351,法律,035101,法律（非法学）,,zx,s,j,gjbzk,2016,,,,
03,法学,0351,法律,035102,法律（法学）,,zx,s,p,gjbzk,2016,,,,
03,法学,0352,社会工作,035200,社会工作,,zx,s,p,gjbzk,2016,,,,
03,法学,0353,警务,035300,警务,,zx,s,p,gjbzk,2016,,,,
04,教育学,0401,教育学,040100,教育学,,xs,a,p,gjbzk,2016,,,,
04,教育学,0401,教育学,040101,教育学原理,,xs,a,p,gjbzk,2016,,,,
04,教育学,0401,教育学,040102,课程与教学论,,xs,a,p,gjbzk,2016,,,,
04,教育学,0401,教育学,040103,教育史,,xs,a,p,gjbzk,2016,,,,
04,教育学,0401,教育学,040104,比较教育学,,xs,a,p,gjbzk,2016,,,,
04,教育学,0401,教育学,040105,学前教育学,,xs,a,p,gjbzk,2016,,,,
04,教育学,0401,教育学,040106,高等教育学,,xs,a,p,gjbzk,2016,,,,
04,教育学,0401,教育学,040107,成人教育学,,xs,a,p,gjbzk,2016,,,,
04,教育学,0401,教育学,040108,职业技术教育学,,xs,a,p,gjbzk,2016,,,,
04,教育学,0401,教育学,040109,特殊教育学,,xs,a,p,gjbzk,2016,,,,
04,教育学,0401,教育学,040110,教育技术学,,xs,a,p,gjbzk,2016,,,,
04,教育学,0401,教育学,040111,教育法学,,xs,a,p,gjbzk,2016,,,,
04,教育学,0401,教育学,040120,学科教育,,xs,,,xxzs,2016,,,,
04,教育学,0401,教育学,040122,领导教育学,,xs,,,xxzs,2016,,,,
04,教育学,0401,教育学,040126,学习科学与技术设计,,xs,,,xxzs,2016,,,,
04,教育学,0401,教育学,040127,人力资源开发与教育,,xs,,,xxzs,2016,,,,
04,教育学,0401,教育学,040128,言语与听觉科学,,xs,,,xxzs,2016,,,,
04,教育学,0401,教育学,0401J1,言语听觉康复科学,,xs,,,xxzs,2016,,,,
04,教育学,0401,教育学,0401Z1,教育文化与社会,,xs,,,xxzs,2016,,,,
04,教育学,0401,教育学,0401Z2,教育政策学,,xs,,,xxzs,2016,,,,
04,教育学,0401,教育学,0401Z3,少年儿童组织与思想意识教育,,xs,,,xxzs,2016,,,,
04,教育学,0402,心理学,040200,心理学,,xs,a,p,gjbzk,2016,,,,
04,教育学,0402,心理学,040201,基础心理学,,xs,a,p,gjbzk,2016,,,,
04,教育学,0402,心理学,040202,发展与教育心理学,,xs,a,p,gjbzk,2016,,,,
04,教育学,0402,心理学,040203,应用心理学,,xs,a,p,gjbzk,2016,,,,
04,教育学,0403,体育学,040300,体育学,,xs,a,t,gjbzk,2016,,,,
04,教育学,0403,体育学,040301,体育人文社会学,,xs,a,t,gjbzk,2016,,,,
04,教育学,0403,体育学,040302,运动人体科学,,xs,a,t,gjbzk,2016,,,,
04,教育学,0403,体育学,040303,体育教育训练学,,xs,a,t,gjbzk,2016,,,,
04,教育学,0403,体育学,040304,民族传统体育学,,xs,a,t,gjbzk,2016,,,,
04,教育学,0451,教育,045100,教育,,zx,s,p,gjbzk,2016,,,,
04,教育学,0451,教育,045101,教育管理,,zx,s,p,gjbzk,2016,,,,
04,教育学,0451,教育,045102,学科教学（思政）,,zx,s,p,gjbzk,2016,,,,
04,教育学,0451,教育,045103,学科教学（语文）,,zx,s,p,gjbzk,2016,,,,
04,教育学,0451,教育,045104,学科教学（数学）,,zx,s,p,gjbzk,2016,,,,
04,教育学,0451,教育,045105,学科教学（物理）,,zx,s,p,gjbzk,2016,,,,
04,教育学,0451,教育,045106,学科教学（化学）,,zx,s,p,gjbzk,2016,,,,
04,教育学,0451,教育,045107,学科教学（生物）,,zx,s,p,gjbzk,2016,,,,
04,教育学,0451,教育,045108,学科教学（英语）,,zx,s,p,gjbzk,2016,,,,
04,教育学,0451,教育,045109,学科教学（历史）,,zx,s,p,gjbzk,2016,,,,
04,教育学,0451,教育,045110,学科教学（地理）,,zx,s,p,gjbzk,2016,,,,
04,教育学,0451,教育,045111,学科教学（音乐）,,zx,s,p,gjbzk,2016,,,,
04,教育学,0451,教育,045112,学科教学（体育）,,zx,s,p,gjbzk,2016,,,,
04,教育学,0451,教育,045113,学科教学（美术）,,zx,s,p,gjbzk,2016,,,,
04,教育学,0451,教育,045114,现代教育技术,,zx,s,p,gjbzk,2016,,,,
04,教育学,0451,教育,045115,小学教育,,zx,s,p,gjbzk,2016,,,,
04,教育学,0451,教育,045116,心理健康教育,,zx,s,p,gjbzk,2016,,,,
04,教育学,0451,教育,045117,科学与技术教育,,zx,s,p,gjbzk,2016,,,,
04,教育学,0451,教育,045118,学前教育,,zx,s,p,gjbzk,2016,,,,
04,教育学,0451,教育,045119,特殊教育,,zx,s,p,gjbzk,2016,,,,
04,教育学,0451,教育,045120,职业技术教育,,zx,s,p,gjbzk,2016,,,,
04,教育学,0451,教育,045171,学校课程与教学,,zx,b,p,gjbzk,2016,,,,
04,教育学,0451,教育,045172,学生发展与教育,,zx,b,p,gjbzk,2016,,,,
04,教育学,0451,教育,045173,教育领导与管理,,zx,b,p,gjbzk,2016,,,,
04,教育学,0452,体育,045200,体育,,zx,s,t,gjbzk,2016,,,,
04,教育学,0452,体育,045201,体育教学,,zx,s,t,gjbzk,2016,,,,
04,教育学,0452,体育,045202,运动训练,,zx,s,t,gjbzk,2016,,,,
04,教育学,0452,体育,045203,竞赛组织,,zx,s,t,gjbzk,2016,,,,
04,教育学,0452,体育,045204,社会体育指导,,zx,s,t,gjbzk,2016,,,,
04,教育学,0453,汉语国际教育,045300,汉语国际教育,,zx,s,p,gjbzk,2016,,,,
04,教育学,0454,应用心理,045400,应用心理,,zx,s,p,gjbzk,2016,,,,
04,教育学,0471,,047101,教育经济与管理,120403,xs,a,p,gjbzk,2016,,,,
05,文学,0501,中国语言文学,050100,中国语言文学,,xs,a,p,gjbzk,2016,,,,
05,文学,0501,中国语言文学,050101,文艺学,,xs,a,p,gjbzk,2016,,,,
05,文学,0501,中国语言文学,050102,语言学及应用语言学,,xs,a,p,gjbzk,2016,,,,
05,文学,0501,中国语言文学,050103,汉语言文字学,,xs,a,p,gjbzk,2016,,,,
05,文学,0501,中国语言文学,050104,中国古典文献学,,xs,a,p,gjbzk,2016,,,,
05,文学,0501,中国语言文学,050105,中国古代文学,,xs,a,p,gjbzk,2016,,,,
05,文学,0501,中国语言文学,050106,中国现当代文学,,xs,a,p,gjbzk,2016,,,,
05,文学,0501,中国语言文学,050107,中国少数民族语言文学,,xs,a,p,gjbzk,2016,,,,
05,文学,0501,中国语言文学,050108,比较文学与世界文学,,xs,a,p,gjbzk,2016,,,,
05,文学,0501,中国语言文学,050120,中国各体文学理论,,xs,,,xxzs,2016,,,,
05,文学,0501,中国语言文学,050121,对外汉语教学,,xs,,,xxzs,2016,,,,
05,文学,0501,中国语言文学,050122,文艺民俗学,,xs,,,xxzs,2016,,,,
05,文学,0501,中国语言文学,050123,文学与传媒,,xs,,,xxzs,2016,,,,
05,文学,0501,中国语言文学,050124,艺术语言学,,xs,,,xxzs,2016,,,,
05,文学,0501,中国语言文学,0501Z1,国际汉语教育,,xs,,,xxzs,2016,,,,
05,文学,0502,外国语言文学,050200,外国语言文学,,xs,a,p,gjbzk,2016,,,,
05,文学,0502,外国语言文学,050201,英语语言文学,,xs,a,p,gjbzk,2016,,,,
05,文学,0502,外国语言文学,050202,俄语语言文学,,xs,a,p,gjbzk,2016,,,,
05,文学,0502,外国语言文学,050203,法语语言文学,,xs,a,p,gjbzk,2016,,,,
05,文学,0502,外国语言文学,050204,德语语言文学,,xs,a,p,gjbzk,2016,,,,
05,文学,0502,外国语言文学,050205,日语语言文学,,xs,a,p,gjbzk,2016,,,,
05,文学,0502,外国语言文学,050206,印度语言文学,,xs,a,p,gjbzk,2016,,,,
05,文学,0502,外国语言文学,050207,西班牙语语言文学,,xs,a,p,gjbzk,2016,,,,
05,文学,0502,外国语言文学,050208,阿拉伯语语言文学,,xs,a,p,gjbzk,2016,,,,
05,文学,0502,外国语言文学,050209,欧洲语言文学,,xs,a,p,gjbzk,2016,,,,
05,文学,0502,外国语言文学,050210,亚非语言文学,,xs,a,p,gjbzk,2016,,,,
05,文学,0502,外国语言文学,050211,外国语言学及应用语言学,,xs,a,p,gjbzk,2016,,,,
05,文学,0503,新闻传播学,050300,新闻传播学,,xs,a,p,gjbzk,2016,,,,
05,文学,0503,新闻传播学,050301,新闻学,,xs,a,p,gjbzk,2016,,,,
05,文学,0503,新闻传播学,050302,传播学,,xs,a,p,gjbzk,2016,,,,
05,文学,0551,翻译,055100,翻译,,zx,s,p,gjbzk,2016,,,,
05,文学,0551,翻译,055101,英语笔译,,zx,s,p,gjbzk,2016,,,,
05,文学,0551,翻译,055102,英语口译,,zx,s,p,gjbzk,2016,,,,
05,文学,0551,翻译,055103,俄语笔译,,zx,s,p,gjbzk,2016,,,,
05,文学,0551,翻译,055104,俄语口译,,zx,s,p,gjbzk,2016,,,,
05,文学,0551,翻译,055105,日语笔译,,zx,s,p,gjbzk,2016,,,,
05,文学,0551,翻译,055106,日语口译,,zx,s,p,gjbzk,2016,,,,
05,文学,0551,翻译,055107,法语笔译,,zx,s,p,gjbzk,2016,,,,
05,文学,0551,翻译,055108,法语口译,,zx,s,p,gjbzk,2016,,,,
05,文学,0551,翻译,055109,德语笔译,,zx,s,p,gjbzk,2016,,,,
05,文学,0551,翻译,055110,德语口译,,zx,s,p,gjbzk,2016,,,,
05,文学,0551,翻译,055111,朝鲜语笔译,,zx,s,p,gjbzk,2016,,,,
05,文学,0551,翻译,055112,朝鲜语口译,,zx,s,p,gjbzk,2016,,,,
05,文学,0551,翻译,055113,西班牙语笔译,,zx,s,p,gjbzk,2016,,,,
05,文学,0551,翻译,055114,西班牙语口译,,zx,s,p,gjbzk,2016,,,,
05,文学,0551,翻译,055115,阿拉伯语笔译,,zx,s,p,gjbzk,2016,,,,
05,文学,0551,翻译,055116,阿拉伯语口译,,zx,s,p,gjbzk,2016,,,,
05,文学,0551,翻译,055117,泰语笔译,,zx,s,p,gjbzk,2016,,,,
05,文学,0551,翻译,055118,泰语口译,,zx,s,p,gjbzk,2016,,,,
05,文学,0552,新闻与传播,055200,新闻与传播,,zx,s,p,gjbzk,2016,,,,
05,文学,0553,出版,055300,出版,,zx,s,p,gjbzk,2016,,,,
06,历史学,0601,考古学,060100,考古学,,xs,a,p,gjbzk,2016,,,,
06,历史学,0601,考古学,060120,历史社会学,,xs,,,xxzs,2016,,,,
06,历史学,0601,考古学,060121,国际冷战史,,xs,,,xxzs,2016,,,,
06,历史学,0601,考古学,060122,海外中国学,,xs,,,xxzs,2016,,,,
06,历史学,0601,考古学,0601L1,考古学及博物馆学,,xs,a,p,gjbzk,2016,,,,
06,历史学,0602,中国史,060200,中国史,,xs,a,p,gjbzk,2016,,,,
06,历史学,0602,中国史,0602L1,史学理论及史学史,060201,xs,a,p,gjbzk,2016,,,,
06,历史学,0602,中国史,0602L2,历史文献学（含∶敦煌学、古文字学）,,xs,a,p,gjbzk,2016,,,,
06,历史学,0602,中国史,0602L3,专门史,,xs,a,p,gjbzk,2016,,,,
06,历史学,0602,中国史,0602L4,中国古代史,,xs,a,p,gjbzk,2016,,,,
06,历史学,0602,中国史,0602L5,中国近现代史,,xs,a,p,gjbzk,2016,,,,
06,历史学,0602,中国史,0602L6,历史地理学,,xs,a,p,gjbzk,2016,,,,
06,历史学,0603,世界史,060300,世界史,,xs,a,p,gjbzk,2016,,,,
06,历史学,0603,世界史,0603L1,世界史,,xs,a,p,gjbzk,2016,,,,
06,历史学,0651,文物与博物馆,065100,文物与博物馆,,zx,s,p,gjbzk,2016,,,,
07,理学,0701,数学,070100,数学,,xs,a,p,gjbzk,2016,,,,
07,理学,0701,数学,070101,基础数学,,xs,a,p,gjbzk,2016,,,,
07,理学,0701,数学,070102,计算数学,,xs,a,p,gjbzk,2016,,,,
07,理学,0701,数学,070103,概率论与数理统计,,xs,a,p,gjbzk,2016,,,,
07,理学,0701,数学,070104,应用数学,,xs,a,p,gjbzk,2016,,,,
07,理学,0701,数学,070105,运筹学与控制论,,xs,a,p,gjbzk,2016,,,,
07,理学,0702,物理学,070200,物理学,,xs,a,p,gjbzk,2016,,,,
07,理学,0702,物理学,070201,理论物理,,xs,a,p,gjbzk,2016,,,,
07,理学,0702,物理学,070202,粒子物理与原子核物理,,xs,a,p,gjbzk,2016,,,,
07,理学,0702,物理学,070203,原子与分子物理,,xs,a,p,gjbzk,2016,,,,
07,理学,0702,物理学,070204,等离子体物理,,xs,a,p,gjbzk,2016,,,,
07,理学,0702,物理学,070205,凝聚态物理,,xs,a,p,gjbzk,2016,,,,
07,理学,0702,物理学,070206,声学,,xs,a,p,gjbzk,2016,,,,
07,理学,0702,物理学,070207,光学,,xs,a,p,gjbzk,2016,,,,
07,理学,0702,物理学,070208,无线电物理,,xs,a,p,gjbzk,2016,,,,
07,理学,0702,物理学,070220,纳米物理学,,xs,,,xxzs,2016,,,,
07,理学,0702,物理学,0702J1,材料与光电子,,xs,,,xxzs,2016,,,,
07,理学,0703,化学,070300,化学,,xs,a,p,gjbzk,2016,,,,
07,理学,0703,化学,070301,无机化学,,xs,a,p,gjbzk,2016,,,,
07,理学,0703,化学,070302,分析化学,,xs,a,p,gjbzk,2016,,,,
07,理学,0703,化学,070303,有机化学,,xs,a,p,gjbzk,2016,,,,
07,理学,0703,化学,070304,物理化学,,xs,a,p,gjbzk,2016,,,,
07,理学,0703,化学,070305,高分子化学与物理,,xs,a,p,gjbzk,2016,,,,
07,理学,0704,天文学,070400,天文学,,xs,a,p,gjbzk,2016,,,,
07,理学,0704,天文学,070401,天体物理,,xs,a,p,gjbzk,2016,,,,
07,理学,0704,天文学,070402,天体测量与天体力学,,xs,a,p,gjbzk,2016,,,,
07,理学,0705,地理学,070500,地理学,,xs,a,p,gjbzk,2016,,,,
07,理学,0705,地理学,070501,自然地理学,,xs,a,p,gjbzk,2016,,,,
07,理学,0705,地理学,070502,人文地理学,,xs,a,p,gjbzk,2016,,,,
07,理学,0705,地理学,070503,地图学与地理信息系统,,xs,a,p,gjbzk,2016,,,,
07,理学,0705,地理学,0705Z1,河口海岸学,,xs,,,xxzs,2016,,,,
07,理学,0706,大气科学,070600,大气科学,,xs,a,p,gjbzk,2016,,,,
07,理学,0706,大气科学,070601,气象学,,xs,a,p,gjbzk,2016,,,,
07,理学,0706,大气科学,070602,大气物理学与大气环境,,xs,a,p,gjbzk,2016,,,,
07,理学,0707,海洋科学,070700,海洋科学,,xs,a,p,gjbzk,2016,,,,
07,理学,0707,海洋科学,070701,物理海洋学,,xs,a,p,gjbzk,2016,,,,
07,理学,0707,海洋科学,070702,海洋化学,,xs,a,p,gjbzk,2016,,,,
07,理学,0707,海洋科学,070703,海洋生物学,,xs,a,p,gjbzk,2016,,,,
07,理学,0707,海洋科学,070704,海洋地质,,xs,a,p,gjbzk,2016,,,,
07,理学,0708,地球物理学,070800,地球物理学,,xs,a,p,gjbzk,2016,,,,
07,理学,0708,地球物理学,070801,固体地球物理学,,xs,a,p,gjbzk,2016,,,,
07,理学,0708,地球物理学,070802,空间物理学,,xs,a,p,gjbzk,2016,,,,
07,理学,0709,地质学,070900,地质学,,xs,a,p,gjbzk,2016,,,,
07,理学,0709,地质学,070901,矿物学、岩石学、矿床学,,xs,a,p,gjbzk,2016,,,,
07,理学,0709,地质学,070902,地球化学,,xs,a,p,gjbzk,2016,,,,
07,理学,0709,地质学,070903,古生物学与地层学,,xs,a,p,gjbzk,2016,,,,
07,理学,0709,地质学,070904,构造地质学,,xs,a,p,gjbzk,2016,,,,
07,理学,0709,地质学,070905,第四纪地质学,,xs,a,p,gjbzk,2016,,,,
07,理学,0710,生物学,071000,生物学,,xs,a,p,gjbzk,2016,,,,
07,理学,0710,生物学,071001,植物学,,xs,a,p,gjbzk,2016,,,,
07,理学,0710,生物学,071002,动物学,,xs,a,p,gjbzk,2016,,,,
07,理学,0710,生物学,071003,生理学,,xs,a,p,gjbzk,2016,,,,
07,理学,0710,生物学,071004,水生生物学,,xs,a,p,gjbzk,2016,,,,
07,理学,0710,生物学,071005,微生物学,,xs,a,p,gjbzk,2016,,,,
07,理学,0710,生物学,071006,神经生物学,,xs,a,p,gjbzk,2016,,,,
07,理学,0710,生物学,071007,遗传学,,xs,a,p,gjbzk,2016,,,,
07,理学,0710,生物学,071008,发育生物学,,xs,a,p,gjbzk,2016,,,,
07,理学,0710,生物学,071009,细胞生物学,,xs,a,p,gjbzk,2016,,,,
